gene_id,expected_LoF,observed_LoF,observed/expected_LoF,gene_LoF,gene_length,obs_lof,exp_lof,oe_lof,mu_lof,oe_lof_lower,oe_lof_upper,expected/gene_length,lower_oe_bound,LOEUF_LoF,posterior_distribution_mean_LoF
ENSG00000160075,4.267131773042171,0.0,0.0,SSU72,33197,1.0,9.3395,0.10707,4.8028e-07,0.037,0.508,0.0001285396804844465,0.012001200120012002,0.701070107010701,0.23385644713063025
ENSG00000197530,18.232920181128907,2.0,0.1096916994168604,MIB2,15196,19.0,44.986999999999995,0.42233999999999994,2.3672999999999998e-06,0.294,0.62,0.0011998499724354375,0.0448044804480448,0.34523452345234523,0.16453754912525909
ENSG00000189409,0.8823519838115437,0.0,0.0,MMP23B,3166,1.0,1.506,0.66399,6.4322e-08,0.208,1.834,0.00027869614144394937,0.04780478047804781,1.7543754375437544,0.7200447084517898
ENSG00000248333,1.4912063018811788,1.0,0.670598024390378,CDK11B,19871,12.0,28.679000000000002,0.41841999999999996,1.3862e-06,0.267,0.678,7.504435115903471e-05,0.21002100210021002,1.8367836783678368,0.9625774570813237
ENSG00000189339,0.4462688228578005,0.0,0.0,SLC35E2B,31229,6.0,12.285,0.48839,6.5628e-07,0.266,0.964,1.4290205349444443e-05,0.067006700670067,1.8441844184418443,0.8531530556166768
ENSG00000008128,1.3513806645641528,4.0,2.959935793731428,CDK11A,21598,27.0,28.831999999999997,0.93647,1.5546000000000001e-06,0.689,1.291,6.256971314770593e-05,0.8622862286228623,1.9655965596559657,1.532573767165652
ENSG00000008130,5.410393668041596,3.0,0.5544883023430552,NADK,29226,20.0,29.244,0.68389,1.5632e-06,0.48,0.994,0.00018512261917613072,0.252025202520252,1.404940494049405,0.730834769894552
ENSG00000078369,5.861096746983014,0.0,0.0,GNB1,105767,0.0,20.611,0.0,1.2169e-06,0.0,0.145,5.541517436424418e-05,0.008600860086008601,0.5110511051105111,0.17050033512338253
ENSG00000169885,2.890531752001425,4.0,1.3838284243825971,CALML6,2470,11.0,9.8757,1.1138,4.1878999999999995e-07,0.697,1.757,0.0011702557700410626,0.6120612061206121,1.9203920392039204,1.3103122456902474
ENSG00000178821,2.0417291844049457,1.0,0.48978092081856894,TMEM52,1684,3.0,4.4736,0.6706,1.9164000000000001e-07,0.302,1.614,0.0012124282567725331,0.16541654165416542,1.7355735573557356,0.8290845179313454
ENSG00000142609,26.50824494701812,14.0,0.5281375673109148,C1orf222,81881,23.0,41.067,0.56005,2.2894e-06,0.402,0.793,0.0003237410992418036,0.34883488348834885,0.8256825682568257,0.56586167896193
ENSG00000187730,6.210535242100055,1.0,0.16101671772525938,GABRD,11413,1.0,19.387,0.051580999999999995,9.1632e-07,0.017,0.245,0.0005441632561202186,0.05720572057205721,0.7636763676367637,0.32193334233407256
ENSG00000067606,10.154555189873232,1.0,0.09847797183644869,PRKCZ,134926,7.0,32.856,0.21305,1.3997e-06,0.12,0.4,7.526018106127235e-05,0.03500350035003501,0.46724672467246725,0.19695594998058122
ENSG00000162585,1.8577108623450869,0.0,0.0,C1orf86,28257,1.0,6.3179,0.15828,2.7108e-07,0.055,0.751,6.57433861466216e-05,0.026802680268026804,1.407940794079408,0.48830561374893333
ENSG00000157933,11.99566087133336,0.0,0.0,SKI,81425,1.0,24.467,0.040872000000000006,1.2275e-06,0.014,0.194,0.00014732159498106676,0.0042004200420042,0.24962496249624963,0.08326350698763726
ENSG00000116151,9.921313950603098,8.0,0.8063448087451859,MORN1,70455,20.0,26.049,0.76779,1.2438e-06,0.539,1.116,0.00014081774111990772,0.4730473047304731,1.4463446344634463,0.9042570343189186
ENSG00000157916,5.416762612610971,3.0,0.5538363436890489,RER1,13617,3.0,13.465,0.22280999999999998,7.919899999999999e-07,0.1,0.576,0.00039779412591693994,0.2518251825182518,1.4035403540354037,0.7300437055544529
ENSG00000157911,6.550545585916114,1.0,0.15265903990501684,PEX10,9001,8.0,16.785999999999998,0.47658,9.9306e-07,0.279,0.86,0.0007277575364866253,0.054205420542054204,0.7240724072407241,0.3052646205902044
ENSG00000149527,18.240422547887555,15.0,0.8223493705049705,PLCH2,79551,35.0,48.56100000000001,0.72075,2.3611e-06,0.549,0.956,0.0002292921842325999,0.5502550255025502,1.2661266126612662,0.877113553315855
ENSG00000157881,11.94257727698008,1.0,0.08373401961798903,PANK4,18068,6.0,38.895,0.15425999999999998,1.9079e-06,0.083,0.304,0.0006609794817899092,0.029802980298029805,0.39723972397239726,0.1674681168484237
ENSG00000197921,0.9040699683642951,0.0,0.0,HES5,1501,1.0,3.3881,0.29515,1.4657e-07,0.103,1.344,0.0006023117710621553,0.047204720472047206,1.7487748774877487,0.7138279992595358
ENSG00000157873,5.215294993444471,1.0,0.19174370793157078,TNFRSF14,9744,2.0,14.206,0.14078,6.0517e-07,0.057,0.443,0.0005352314237935623,0.06820682068206821,0.9080908090809081,0.38287177126447197
ENSG00000157870,3.0253309354752904,3.0,0.9916270530346755,FAM213B,4979,8.0,9.4111,0.85006,4.0204e-07,0.497,1.517,0.0006076181834656137,0.42824282428242827,1.8547854785478548,1.1182873423662636
ENSG00000142606,22.689358344326422,23.0,1.0136910727469406,MMEL1,42404,41.0,53.369,0.7682399999999999,2.9966000000000002e-06,0.597,0.997,0.0005350758971872093,0.7292729272927293,1.4357435743574358,1.057570496564296
ENSG00000215912,6.767847199244035,6.0,0.8865448381680657,TTC34,150872,15.0,13.854000000000001,1.0828,7.3148e-07,0.723,1.647,4.485820562625295e-05,0.48324832483248326,1.6663666366636665,1.0112761809617108
ENSG00000142611,20.248161224159645,0.0,0.0,PRDM16,369454,4.0,48.931999999999995,0.081747,2.4247e-06,0.039,0.187,5.4805635408358404e-05,0.0024002400240024004,0.14781478147814783,0.04928725809851455
ENSG00000130762,11.566101017650576,6.0,0.518757357457248,ARHGEF16,26688,24.0,33.148,0.72402,1.6643e-06,0.523,1.018,0.0004333820824958999,0.284028402840284,1.0239023902390239,0.6051786810483757
ENSG00000162591,29.603975353102395,24.0,0.8107019315392344,MEGF6,121576,65.0,88.009,0.73856,4.804e-06,0.604,0.908,0.00024350180424674602,0.5870587058705871,1.14011401140114,0.8444809643898831
ENSG00000158109,4.91487599842154,6.0,1.220783596967036,TPRG1L,5126,10.0,11.354000000000001,0.88071,5.697600000000001e-07,0.542,1.486,0.0009588131093292119,0.6454645464546455,1.883988398839884,1.267211465848559
ENSG00000116213,11.27086905738807,7.0,0.6210701201795518,WRAP73,21995,14.0,27.445999999999998,0.5100899999999999,1.25e-06,0.336,0.797,0.0005124286909474003,0.35323532353235326,1.166116611661166,0.7096040956147616
ENSG00000078900,8.683474171058853,2.0,0.2303225599110779,TP73,83682,3.0,30.269000000000002,0.09911299999999999,1.5597999999999999e-06,0.044,0.256,0.00010376752672090596,0.09420942094209421,0.7250725072507251,0.3454751948217133
ENSG00000162592,16.687145957191525,22.0,1.3183800307396987,CCDC27,19248,40.0,36.336,1.1008,1.9627000000000003e-06,0.854,1.433,0.0008669547982747052,0.9392939293929393,1.8155815581558157,1.3591839460772213
ENSG00000235169,0.6705972259253751,1.0,1.4912080774269134,SMIM1,3195,2.0,2.487,0.80418,1.059e-07,0.31,1.82,0.00020988958557914713,0.31483148314831483,1.9181918191819183,1.172992124540574
ENSG00000130764,6.666331445621787,0.0,0.0,LRRC47,16285,2.0,15.467,0.12930999999999998,6.594800000000001e-07,0.052,0.407,0.00040935409552482575,0.007600760076007601,0.44924492449244924,0.14990431770151186
ENSG00000116198,19.661954865893748,12.0,0.6103157128498744,CEP104,45134,28.0,51.684,0.54175,2.908e-06,0.4,0.743,0.000435635105815876,0.39103910391039104,0.9888988898889889,0.6611748793267612
ENSG00000169598,6.79280866013056,7.0,1.030501571623167,DFFB,28149,10.0,15.71,0.63655,7.5441e-07,0.392,1.08,0.00024131616256813955,0.581058105810581,1.772977297729773,1.13331179420361
ENSG00000198912,5.023246573969581,6.0,1.194446641558857,C1orf174,11169,7.0,9.3053,0.75226,5.763399999999999e-07,0.427,1.405,0.00044974899937054176,0.6338633863386339,1.875987598759876,1.2517231423194275
ENSG00000196581,7.981951771022546,0.0,0.0,AJAP1,137803,0.0,15.540999999999999,0.0,8.693700000000001e-07,0.0,0.192,5.792291728788594e-05,0.006400640064006401,0.37523752375237523,0.12518242484121136
ENSG00000131697,27.580214958401353,24.0,0.8701890118042476,NPHP4,129663,53.0,67.814,0.78155,3.7659e-06,0.626,0.983,0.00021270690141676,0.6302630263026303,1.2237223722372237,0.9064446441214377
ENSG00000069424,5.219067430983582,2.0,0.3832102241344449,KCNAB2,109728,5.0,27.3,0.18315,1.2488e-06,0.095,0.385,4.756367956204052e-05,0.1566156615661566,1.196919691969197,0.5716186579618913
ENSG00000116254,34.239791858799734,6.0,0.17523471009237404,CHD5,78331,9.0,100.2,0.089818,5.1526e-06,0.053,0.157,0.0004371167463558455,0.09600960096009602,0.34583458345834583,0.20444049510776965
ENSG00000116251,0.6774971548407167,0.0,0.0,RPL22,28121,2.0,6.0624,0.3299,2.5351999999999996e-07,0.134,1.036,2.409221417590828e-05,0.05580558055805581,1.8017801780178018,0.7807467073501411
ENSG00000158286,11.11330383393721,7.0,0.6298756971463136,RNF207,15825,23.0,34.184,0.67282,1.8022999999999999e-06,0.483,0.953,0.0007022624855568537,0.3582358235823582,1.1825182518251827,0.7196215748436594
ENSG00000116237,3.9350893384645715,0.0,0.0,ICMT,14780,2.0,13.975999999999999,0.1431,8.013500000000001e-07,0.058,0.45,0.00026624420422629035,0.013001300130013002,0.7592759275927593,0.2532601407231193
ENSG00000173673,0.2309469282413824,0.0,0.0,HES3,1387,1.0,3.7199,0.26882,1.5525e-07,0.094,1.246,0.00016650823953956914,0.08080808080808081,1.8747874787478749,0.9232747492359964
ENSG00000158292,4.739750479093635,6.0,1.2658894231806392,GPR153,13630,11.0,14.082,0.7811600000000001,6.0412e-07,0.491,1.292,0.00034774398232528505,0.6646664666466647,1.8955895589558958,1.2921363971168487
ENSG00000097021,3.4160837504995336,0.0,0.0,ACOT7,130123,3.0,17.851,0.16806,8.428100000000001e-07,0.076,0.434,2.6252728191784187e-05,0.014801480148014802,0.8708870887088709,0.29047476729609123
ENSG00000069812,0.5290079512808888,1.0,1.8903307551024449,HES2,12253,4.0,4.7824,0.83641,2.1136999999999997e-07,0.406,1.723,4.317374939042592e-05,0.33903390339033906,1.9265926592659266,1.2084511580169517
ENSG00000187017,7.16750885049234,1.0,0.13951848834219568,ESPN,36583,18.0,28.578000000000003,0.62985,1.2796e-06,0.434,0.934,0.0001959245783695252,0.04960496049604961,0.6618661866186619,0.27901998150813817
ENSG00000215788,4.708315527469718,4.0,0.8495607349725832,TNFRSF25,5045,8.0,24.148000000000003,0.33129000000000003,1.2217e-06,0.193,0.598,0.0009332637319067826,0.41324132413241327,1.7351735173517353,1.0062914593440129
ENSG00000171680,14.739378924863148,5.0,0.33922731924380756,PLEKHG5,53970,18.0,47.22,0.3812,2.4912999999999998e-06,0.262,0.565,0.00027310318556351954,0.17721772177217723,0.7132713271327132,0.4070727246912297
ENSG00000162408,12.438992694308322,5.0,0.401961808554469,NOL9,33189,9.0,28.629,0.31436,1.4302e-06,0.189,0.549,0.00037479263292983586,0.21002100210021002,0.8450845084508452,0.4823516805846918
ENSG00000173662,10.00841632670185,12.0,1.1989908900956414,TAS1R1,24577,23.0,27.753,0.82875,1.3499000000000002e-06,0.595,1.174,0.0004072269327705517,0.7634763476347635,1.8121812181218122,1.2624963951663541
ENSG00000204859,11.729792410996525,6.0,0.5115180038800242,ZBTB48,9280,12.0,30.213,0.39718000000000003,1.7031999999999998e-06,0.254,0.644,0.0012639862511849703,0.28002800280028006,1.0095009500950096,0.5967410196483202
ENSG00000162413,7.932114699286036,7.0,0.882488499646893,KLHL21,23884,12.0,17.247,0.6957899999999999,7.460300000000001e-07,0.445,1.127,0.0003321099773608288,0.5006500650065007,1.6121612161216121,0.9954861120521119
ENSG00000116273,4.516013542739933,0.0,0.0,PHF13,10349,0.0,12.017000000000001,0.0,6.7991e-07,0.0,0.249,0.0004363719724359777,0.0112011201120112,0.6626662666266627,0.2210953626261344
ENSG00000041988,1.786300428289938,2.0,1.1196324920073164,THAP3,10721,4.0,6.675,0.59925,2.8302e-07,0.294,1.358,0.00016661696001211995,0.39403940394039405,1.8961896189618963,1.1617990978916821
ENSG00000007923,14.507281079097558,2.0,0.13786180808764012,DNAJC11,67757,4.0,37.463,0.10677,2.2841e-06,0.052,0.244,0.00021410748821667957,0.056405640564056406,0.43404340434043404,0.20679271192077453
ENSG00000171735,31.60212283581245,2.0,0.06328688773190709,CAMTA1,984383,7.0,76.634,0.09134400000000001,4.1263e-06,0.051,0.172,3.210348292871012e-05,0.025802580258025804,0.19921992199219923,0.09493033159870258
ENSG00000049245,2.4065376522561386,1.0,0.4155347409846241,VAMP3,10164,5.0,8.2614,0.60522,5.0066e-07,0.315,1.269,0.0002367707253301986,0.14361436143614362,1.643964396439644,0.7490150745927959
ENSG00000049246,21.650072661465757,15.0,0.6928383213557523,PER3,60858,36.0,56.54,0.63671,2.7958999999999998e-06,0.487,0.841,0.0003557473571505103,0.46364636463646364,1.066906690669067,0.7390266989323452
ENSG00000049247,0.6824159071089305,3.0,4.3961460580682585,UTS2,10430,3.0,6.0521,0.4957,2.5501999999999996e-07,0.225,1.271,6.542817901332028e-05,0.8082808280828083,1.965796579657966,1.5184154958407925
ENSG00000049249,3.319184590456133,2.0,0.6025576298922121,TNFRSF9,21020,3.0,12.794,0.23448000000000002,6.9753e-07,0.106,0.606,0.0001579060223813574,0.24242424242424243,1.6643664366436643,0.8438242773373261
ENSG00000116288,2.0476446514768574,1.0,0.48836598639258677,PARK7,31215,1.0,8.9661,0.11152999999999999,4.6443000000000004e-07,0.039,0.529,6.55980987178234e-05,0.16501650165016502,1.7341734173417342,0.8277257332293243
ENSG00000116285,1.5196363038563665,3.0,1.9741565744296374,ERRFI1,21905,5.0,11.927999999999999,0.4192,7.321600000000001e-07,0.218,0.881,6.937394676358669e-05,0.6480648064806481,1.946994699469947,1.3932960801612866
ENSG00000162426,7.169354575333945,3.0,0.41844770941047527,SLC45A1,26342,12.0,26.114,0.45953,1.3899e-06,0.293,0.745,0.00027216439812216027,0.19061906190619063,1.08010801080108,0.5573480166020875
ENSG00000142599,23.55659174807313,0.0,0.0,RERE,465246,3.0,64.749,0.046333,3.7721e-06,0.02,0.12,5.063255083992798e-05,0.002000200020002,0.127012701270127,0.042351031336979525
ENSG00000074800,4.680918180291127,2.0,0.42726660090341745,ENO1,18248,11.0,21.074,0.52198,1.0792e-06,0.328,0.864,0.00025651677884103066,0.17441744174417442,1.3201320132013201,0.6333347717354999
ENSG00000131686,4.988898483294086,4.0,0.8017801952463998,CA6,29226,8.0,15.738,0.5083300000000001,6.695999999999999e-07,0.297,0.917,0.0001707006940154002,0.39143914391439144,1.686968696869687,0.9627226282541228
ENSG00000197241,5.2505771418752225,6.0,1.1427315203404713,SLC2A7,23046,28.0,22.886999999999997,1.2234,1.231e-06,0.905,1.669,0.00022783030208605495,0.6104610461046105,1.8575857585758577,1.2191736849511567
ENSG00000142583,6.30866907312122,4.0,0.6340481571687506,SLC2A5,53372,17.0,21.416,0.79382,9.9116e-07,0.542,1.191,0.0001182018487806569,0.3118311831183118,1.427942794279428,0.7855290828579964
ENSG00000180758,4.572084486612606,4.0,0.8748744717452815,GPR157,28866,6.0,9.9795,0.60123,4.2998999999999995e-07,0.328,1.186,0.00015838995657911056,0.42444244424442445,1.756975697569757,1.0280621807735801
ENSG00000049239,9.135444179418997,6.0,0.656782514583937,H6PD,36563,17.0,27.107,0.6271399999999999,1.4593000000000002e-06,0.428,0.941,0.0002498548855241363,0.35963596359635963,1.293129312931293,0.7650455508399888
ENSG00000171621,4.793670337990491,0.0,0.0,SPSB1,76653,2.0,10.6,0.18868,7.2329e-07,0.076,0.594,6.25372827937653e-05,0.010601060106010602,0.6246624662466247,0.20837135218003935
ENSG00000171612,1.5852281897424385,0.0,0.0,SLC25A33,45697,6.0,14.362,0.41778000000000004,6.851600000000001e-07,0.228,0.825,3.46899838007405e-05,0.030803080308030806,1.5197519751975197,0.5430954962797869
ENSG00000188807,10.723781675373601,1.0,0.09325068621048381,TMEM201,26004,3.0,27.076,0.1108,1.437e-06,0.049,0.286,0.00041238969679178593,0.0332033203320332,0.44244424442444247,0.1865014231575809
ENSG00000171608,18.022704453572903,0.0,0.0,PIK3CD,77383,5.0,53.61,0.093265,2.812e-06,0.048,0.196,0.00023290263305342134,0.0028002800280028,0.16621662166216622,0.055385618447195605
ENSG00000171603,17.81707813019703,1.0,0.05612592551329524,CLSTN1,95501,8.0,46.918,0.17051,2.3498e-06,0.099,0.308,0.00018656430959044438,0.020002000200020003,0.2662266226622662,0.11225196983082207
ENSG00000178585,0.803116224046734,0.0,0.0,CTNNBIP1,62061,3.0,5.5103,0.5444399999999999,4.1946999999999993e-07,0.247,1.383,1.294075545103582e-05,0.050605060506050605,1.7737773777377739,0.7430922198852282
ENSG00000162441,2.3916280315153187,4.0,1.672500885292613,LZIC,21293,6.0,10.38,0.57804,4.3416e-07,0.315,1.14,0.00011231991882380683,0.6862686268626863,1.9411941194119413,1.3895561778243817
ENSG00000173614,2.489579694248896,0.0,0.0,NMNAT1,42074,4.0,10.44,0.38315,4.3896e-07,0.188,0.877,5.917145254192366e-05,0.0204020402040204,1.153915391539154,0.38772477893444784
ENSG00000162444,1.4588213567947539,0.0,0.0,RBP7,18815,1.0,6.4802,0.15432,2.7483e-07,0.054,0.732,7.753501763458697e-05,0.0332033203320332,1.5691569156915692,0.571107529580722
ENSG00000130939,23.980334537028856,2.0,0.08340167218733882,UBE4B,148408,5.0,66.97,0.074661,3.5805000000000003e-06,0.038,0.157,0.00016158384006946294,0.034003400340034004,0.26262626262626265,0.1251025082813761
ENSG00000054523,33.781004487879855,5.0,0.1480121765412254,KIF1B,170799,11.0,106.46,0.10332000000000001,6.4673e-06,0.064,0.171,0.00019778221469610394,0.07740774077407742,0.3112311231123112,0.17761461184947044
ENSG00000142657,6.62202192087666,2.0,0.30202255804904204,PGD,21553,3.0,26.546,0.11300999999999999,1.2708e-06,0.05,0.292,0.00030724362830588135,0.12341234123412341,0.9500950095009502,0.4527233225351079
ENSG00000175279,2.9093102941582685,2.0,0.6874481570480425,APITD1,22052,8.0,8.075,0.9907100000000001,4.2843999999999994e-07,0.578,1.706,0.0001319295435406434,0.27262726272627263,1.7505750575057506,0.922939217426988
ENSG00000251503,2.9863497780369457,3.0,1.004570871792529,APITD1-CORT,22052,8.0,8.075,0.9907100000000001,4.2843999999999994e-07,0.578,1.706,0.0001354230808106723,0.43264326432643263,1.858985898589859,1.1256921447694295
ENSG00000160049,4.323544915715626,2.0,0.46258337521375403,DFFA,16005,8.0,12.435,0.6433300000000001,5.2728e-07,0.377,1.161,0.00027013713937617157,0.18841884188418842,1.4097409740974098,0.6806366729868809
ENSG00000142655,6.681739073342658,2.0,0.29932327168822903,PEX14,158471,5.0,20.302,0.24628000000000003,1.0247e-06,0.128,0.518,4.216379699340988e-05,0.12241224122412242,0.9416941694169417,0.4487043642827443
ENSG00000130940,21.267972473758885,2.0,0.09403811305791678,CASZ1,160047,4.0,60.297,0.066338,2.9281e-06,0.032,0.152,0.00013288579275936996,0.03840384038403841,0.296029602960296,0.1410571695871312
ENSG00000175262,11.714383147770105,13.0,1.1097468672496527,C1orf127,35567,21.0,29.038,0.7232,1.5966999999999999e-06,0.512,1.041,0.0003293610129549893,0.7208720872087209,1.7157715771577158,1.1811643029863221
ENSG00000120948,7.002553703118306,1.0,0.1428050454728666,TARDBP,13383,1.0,17.225,0.058053999999999994,9.2333e-07,0.02,0.275,0.0005232424496090791,0.050805080508050805,0.6774677467746775,0.2855869786132133
ENSG00000009724,6.017984306082166,5.0,0.8308429775974449,MASP2,20711,24.0,29.462,0.8146100000000001,1.3993e-06,0.589,1.146,0.00029056947062344485,0.4320432043204321,1.653965396539654,0.9715615077090111
ENSG00000116649,5.144454141034739,3.0,0.583152248568123,SRM,5441,4.0,16.034000000000002,0.24946999999999997,6.8419e-07,0.122,0.571,0.0009454979123386765,0.26482648264826486,1.463946394639464,0.7650889645431458
ENSG00000171824,20.811788064619897,14.0,0.6726956836447918,EXOSC10,33264,32.0,58.268,0.54919,3.2104000000000002e-06,0.414,0.738,0.00062565500434764,0.4442444244424443,1.0517051705170517,0.7207444760315134
ENSG00000198793,59.87955258458885,9.0,0.1503017242369363,MTOR,155973,19.0,150.81,0.12599000000000002,9.13e-06,0.087,0.185,0.0003839097317137508,0.09060906090609061,0.26222622262226225,0.16700191581881813
